,lect_name,prof_name,lect_room,lect_time,lect_time_numbered,lect_onoff,lect_domain,credit
146,특허와창업,이강욱,['미지정'],"금09:00-10:15, 금10:30-11:45","['금0', '금1', '금2', '금3', '금4', '금5', '금6', '금7', '금8', '금9', '금10', '금11', '금12', '금13', '금14', '금18', '금19', '금20', '금21', '금22', '금23', '금24', '금25', '금26', '금27', '금28', '금29', '금30', '금31', '금32']",온라인[사전제작],"['자연/과학/기술', '자연/과학/기술의이해']",3
147,교양골프,김영배,['05124A'],"화09:00-09:50, 화10:00-10:50","['화0', '화1', '화2', '화3', '화4', '화5', '화6', '화7', '화8', '화9', '화12', '화13', '화14', '화15', '화16', '화17', '화18', '화19', '화20', '화21']",온-오프[오프라인+강의저장],"['일반선택', '일반선택']",1
148,교양농구,장원석,['05124A'],"수13:00-13:50, 수14:00-14:50","['수48', '수49', '수50', '수51', '수52', '수53', '수54', '수55', '수56', '수57', '수60', '수61', '수62', '수63', '수64', '수65', '수66', '수67', '수68', '수69']",오프라인,"['일반선택', '일반선택']",1
149,교양배드민턴,박정윤,['05124A'],"금09:00-09:50, 금10:00-10:50","['금0', '금1', '금2', '금3', '금4', '금5', '금6', '금7', '금8', '금9', '금12', '금13', '금14', '금15', '금16', '금17', '금18', '금19', '금20', '금21']",오프라인,"['일반선택', '일반선택']",1
150,교양배드민턴,박정윤,['05124A'],"금12:00-12:50, 금13:00-13:50","['금36', '금37', '금38', '금39', '금40', '금41', '금42', '금43', '금44', '금45', '금48', '금49', '금50', '금51', '금52', '금53', '금54', '금55', '금56', '금57']",오프라인,"['일반선택', '일반선택']",1
151,교양요가,이상희,['05133'],"목12:00-12:50, 목13:00-13:50","['목36', '목37', '목38', '목39', '목40', '목41', '목42', '목43', '목44', '목45', '목48', '목49', '목50', '목51', '목52', '목53', '목54', '목55', '목56', '목57']",오프라인,"['일반선택', '일반선택']",1
152,교양축구,김정찬,['05124A'],"화11:00-11:50, 화12:00-12:50","['화24', '화25', '화26', '화27', '화28', '화29', '화30', '화31', '화32', '화33', '화36', '화37', '화38', '화39', '화40', '화41', '화42', '화43', '화44', '화45']",오프라인,"['일반선택', '일반선택']",1
153,교양탁구,조용순,['05124A'],"수10:00-10:50, 수11:00-11:50","['수12', '수13', '수14', '수15', '수16', '수17', '수18', '수19', '수20', '수21', '수24', '수25', '수26', '수27', '수28', '수29', '수30', '수31', '수32', '수33']",오프라인,"['일반선택', '일반선택']",1
154,교양테니스,이재무,['05133'],"월10:00-10:50, 월11:00-11:50","['월12', '월13', '월14', '월15', '월16', '월17', '월18', '월19', '월20', '월21', '월24', '월25', '월26', '월27', '월28', '월29', '월30', '월31', '월32', '월33']",오프라인,"['일반선택', '일반선택']",1
155,교양테니스,이재무,['05133'],"월13:00-13:50, 월14:00-14:50","['월48', '월49', '월50', '월51', '월52', '월53', '월54', '월55', '월56', '월57', '월60', '월61', '월62', '월63', '월64', '월65', '월66', '월67', '월68', '월69']",오프라인,"['일반선택', '일반선택']",1
156,교양플로어볼,김세웅,['05124A'],"화13:00-13:50, 화14:00-14:50","['화48', '화49', '화50', '화51', '화52', '화53', '화54', '화55', '화56', '화57', '화60', '화61', '화62', '화63', '화64', '화65', '화66', '화67', '화68', '화69']",오프라인,"['일반선택', '일반선택']",1
157,한국생활의안내및진로지도1,신진규,['26504'],화16:00-16:50,"['화84', '화85', '화86', '화87', '화88', '화89', '화90', '화91', '화92', '화93']",오프라인,"['일반선택', '일반선택']",1
158,성균논어,이천승,[], ,[],오프라인,"['성균인성.리더십', '인성']",2
159,앙트레프레너십과리더십,이원준,[], ,[],오프라인,"['성균인성.리더십', '리더십']",2
160,AI기초와활용,민무홍,[], ,[],오프라인,"['미래(SW/AI)(필수)', '미래(SW/AI)(필수)']",2
161,컴퓨팅사고와SW코딩,황숙희,[], ,[],오프라인,"['미래(SW/AI)2', '소프트웨어기초']",2
162,경제학입문,김민성,[], ,[],오프라인,"['인문사회과학/자연과학기반', '기초인문사회과학']",3
163,사회과학입문,김비환,[], ,[],오프라인,"['인문사회과학/자연과학기반', '기초인문사회과학']",3
164,심리학입문,서용원,[], ,[],오프라인,"['인문사회과학/자연과학기반', '기초인문사회과학']",3
165,심리학입문,김민우,[], ,[],오프라인,"['인문사회과학/자연과학기반', '기초인문사회과학']",3
166,정치학입문,조원빈,[], ,[],오프라인,"['인문사회과학/자연과학기반', '기초인문사회과학']",3
167,그리스로마신화의이해,이형구,[], ,[],오프라인,"['인간/문화', '인간/문화의이해']",3
168,사랑과문학,이지순,[], ,[],오프라인,"['인간/문화', '인간/문화의이해']",3
169,연극과문화,김동욱,[], ,[],오프라인,"['인간/문화', '인간/문화의이해']",3
170,예술사,이진민,[], ,[],오프라인,"['인간/문화', '인간/문화의이해']",3
171,음악의이해,이지현,[], ,[],오프라인,"['인간/문화', '인간/문화의이해']",3
172,프랑스문화의이해,정지용,[], ,[],오프라인,"['인간/문화', '인간/문화의이해']",3
173,기술시대의회계,이종은,[], ,[],오프라인,"['사회/역사', '사회/역사의이해']",3
174,현대민주주의의이해,김비환,[], ,[],오프라인,"['사회/역사', '사회/역사의이해']",3
175,생명의과학,이우성,[], ,[],오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
176,스포츠마케팅과미디어,장경로,[], ,[],오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
177,우주론,최기영,[], ,[],오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
178,운동과건강,강현식,[], ,[],오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
179,현대천문학개론,박일흥,[], ,[],오프라인,"['자연/과학/기술', '자연/과학/기술의이해']",3
180,성균인성수양,이천승,[], ,[],오프라인,"['일반선택', '일반선택']",1
181,컴퓨터자료처리,이상원,[], ,[],오프라인,"['일반선택', '일반선택']",1
